time,HeartRate,SkinResponse
0,72,3.12
1,72,3.11
2,71,3.1
3,71,3.17
4,71,3.23
5,71,3.26
6,72,3.4
7,72,3.43
8,73,3.55
9,74,3.57
10,75,3.56
11,76,3.65
12,77,3.69
13,78,3.84
14,79,3.9
15,81,3.9
16,84,3.9
17,85,4.07
18,87,4.29
19,87,4.41
20,88,4.57
21,88,4.58
22,88,4.66
23,89,4.73
24,89,4.82
25,89,5.12
26,89,5.19
27,90,5.18
28,90,5.13
29,90,5.14
30,89,5.3
31,89,5.29
32,89,5.25
33,91,5.29
34,93,5.27
35,95,5.18
36,97,5.16
37,98,5.28
38,99,5.31
39,100,5.21
40,100,5.14
41,99,5.11
42,99,5.12
43,98,5.22
44,97,5.13
45,95,5.07
46,95,5.02
47,95,5.0
48,95,4.92
49,95,4.87
50,95,4.86
51,96,4.86
52,96,4.98
53,96,4.95
54,96,4.87
55,97,4.81
56,99,4.82
57,101,4.87
58,102,4.94
59,103,5.09
60,104,5.01
61,104,5.07
62,104,5.17
63,105,5.28
64,105,5.38
65,106,5.4
66,106,5.5
67,106,5.66
68,106,5.8
69,105,5.92
70,104,5.88
71,104,5.87
72,105,5.87
73,106,5.83
74,106,5.83
75,107,6.0
76,108,6.09
77,109,6.15
78,110,6.15
79,111,6.14
80,112,6.07
81,112,5.99
82,113,6.0
83,112,5.98
84,112,5.95
85,110,5.94
86,109,5.91
87,107,5.88
88,106,5.81
89,105,5.75
90,104,5.76
91,104,5.72
92,105,5.67
93,106,5.8
94,107,5.82
95,109,5.88
96,110,6.0
97,111,6.02
98,110,6.02
99,110,5.98
100,109,6.02
101,108,6.01
102,108,5.96
103,107,5.92
104,107,5.88
105,107,5.9
106,107,6.13
107,107,6.21
108,108,6.36
109,108,6.58
110,108,6.6
111,108,6.53
112,108,6.5
113,107,6.74
114,107,6.88
115,105,6.72
116,104,6.63
117,104,6.54
118,104,6.5
119,105,6.47
120,107,6.63
121,107,6.56
122,108,6.46
123,107,6.37
124,105,6.3
125,104,6.22
126,102,6.19
127,101,6.13
128,102,6.12
129,102,6.1
130,103,6.02
131,104,5.94
132,104,5.88
133,104,5.9
134,103,5.92
135,102,5.98
136,101,6.0
137,100,5.96
138,99,5.93
139,98,5.9
140,97,5.83
141,96,5.81
142,96,5.79
143,97,5.75
144,99,5.71
145,101,5.73
146,103,5.74
147,105,5.71
148,106,5.7
149,105,5.81
150,105,5.98
151,104,6.04
152,104,6.22
153,104,6.5
154,104,6.81
155,104,6.97
156,105,7.12
157,105,7.33
158,106,7.32
159,106,7.31
160,107,7.3
161,108,7.07
162,109,6.91
163,110,6.86
164,111,7.03
165,110,7.13
166,109,7.13
167,107,7.2
168,106,7.24
169,104,7.09
170,103,6.99
171,102,6.86
172,101,6.7
173,101,6.72
174,100,6.75
175,99,6.76
176,98,6.74
177,97,6.67
178,96,6.59
179,95,6.57
180,94,6.53
