time,HeartRate,SkinResponse
0,74,2.65
1,76,2.63
2,78,2.62
3,79,2.6
4,81,2.59
5,83,2.57
6,84,2.55
7,86,2.54
8,88,2.53
9,89,2.53
10,89,2.53
11,89,2.52
12,87,2.52
13,86,2.51
14,84,2.51
15,82,2.49
16,81,2.48
17,79,2.46
18,78,2.45
19,77,2.44
20,76,2.42
21,76,2.41
22,77,2.4
23,79,2.41
24,81,2.43
25,83,2.43
26,84,2.43
27,84,2.41
28,82,2.4
29,81,2.38
30,81,2.37
31,81,2.36
32,82,2.36
33,81,2.4
34,81,2.48
35,80,2.55
36,79,2.65
37,78,2.76
38,78,2.89
39,78,3.05
40,79,3.14
41,80,3.18
42,81,3.27
43,83,3.36
44,84,3.4
45,84,3.41
46,85,3.58
47,85,3.7
48,84,3.73
49,84,3.68
50,83,3.64
51,83,3.61
52,83,3.66
53,83,3.84
54,83,4.04
55,83,4.07
56,84,3.99
57,86,3.89
58,88,3.82
59,90,3.78
60,92,3.82
61,92,3.89
62,93,4.04
63,92,4.11
64,92,4.06
65,92,3.98
66,92,3.91
67,91,3.88
68,91,3.88
69,90,3.84
70,88,3.79
71,87,3.76
72,85,3.74
73,83,3.74
74,81,3.73
75,80,3.71
76,81,3.68
77,83,3.66
78,86,3.64
79,88,3.62
80,91,3.63
81,92,3.66
82,92,3.66
83,91,3.63
84,89,3.6
85,89,3.58
86,89,3.55
87,90,3.53
88,91,3.49
89,92,3.47
90,93,3.49
91,93,3.54
92,92,3.53
93,92,3.5
94,91,3.47
95,90,3.47
96,90,3.45
97,90,3.41
98,90,3.37
99,89,3.34
100,88,3.32
101,88,3.29
102,88,3.28
103,89,3.27
104,90,3.25
105,91,3.23
106,92,3.24
107,93,3.26
108,94,3.26
109,95,3.24
110,96,3.21
111,97,3.19
112,97,3.16
113,98,3.15
114,98,3.14
115,98,3.12
116,97,3.11
117,95,3.09
118,94,3.09
119,92,3.11
120,90,3.12
121,90,3.17
122,90,3.23
123,90,3.23
124,90,3.2
125,90,3.19
126,89,3.17
127,88,3.15
128,87,3.12
129,85,3.09
