time,HeartRate,SkinResponse
0,59,4.39
1,58,4.41
2,57,4.43
3,57,4.39
4,59,4.39
5,61,4.4
6,63,4.36
7,64,4.31
8,65,4.28
9,65,4.31
10,64,4.31
11,62,4.29
12,61,4.33
13,59,4.33
14,58,4.34
15,57,4.31
16,57,4.31
17,57,4.39
18,58,4.41
19,58,4.43
20,58,4.53
21,58,4.63
22,56,4.79
23,55,4.99
24,56,5.13
25,56,5.32
26,57,5.38
27,58,5.36
28,59,5.33
29,60,5.29
30,62,5.38
31,64,5.44
32,65,5.36
33,66,5.26
34,66,5.18
35,65,5.12
36,65,5.09
37,64,5.06
38,63,5.0
39,62,4.94
40,61,4.92
41,60,4.93
42,60,5.03
43,59,5.0
44,59,4.9
45,58,4.81
46,57,4.74
47,58,4.68
48,59,4.64
49,59,4.66
50,60,4.78
51,59,4.89
52,58,4.95
53,57,4.95
54,55,4.97
55,54,5.02
56,53,5.15
57,53,5.3
58,54,5.34
59,55,5.34
60,57,5.48
61,61,5.58
62,62,5.53
63,62,5.5
64,62,5.51
65,62,5.53
66,62,5.5
67,63,5.61
68,64,5.7
69,65,5.73
70,67,5.76
71,68,5.76
72,69,5.76
73,70,5.87
74,72,5.91
75,72,5.92
76,73,5.94
77,73,5.9
78,72,5.84
79,71,5.76
80,69,5.72
81,68,5.76
82,66,5.75
83,66,5.69
84,66,5.64
85,67,5.69
86,68,5.69
87,68,5.61
88,67,5.54
89,66,5.56
90,64,5.58
91,62,5.53
92,60,5.57
93,59,5.66
94,60,5.73
95,60,5.8
96,60,5.93
97,60,6.06
98,60,6.05
99,60,6.01
100,60,5.98
101,61,5.98
102,62,5.95
103,62,5.93
104,63,5.93
105,63,5.91
106,62,5.92
107,62,5.94
108,61,5.86
109,60,5.78
110,60,5.71
111,61,5.66
112,62,5.68
113,63,5.63
114,63,5.57
115,64,5.54
116,64,5.48
117,64,5.42
118,63,5.36
119,63,5.35
120,62,5.45
121,63,5.44
122,65,5.37
123,66,5.3
124,67,5.32
125,67,5.38
126,67,5.47
127,66,5.54
128,66,5.52
129,67,5.51
130,67,5.62
131,67,5.68
132,67,5.79
133,68,5.97
134,69,6.06
135,70,6.06
136,72,5.99
137,73,5.93
138,73,5.88
139,73,5.86
140,72,5.86
141,72,6.0
142,73,6.05
143,73,6.05
144,74,5.97
145,74,6.0
146,73,5.99
147,73,5.9
148,72,5.86
149,71,5.87
150,70,5.88
151,69,5.84
152,69,5.87
153,69,6.02
154,70,6.1
155,71,6.13
156,72,6.1
157,72,6.03
158,72,5.97
159,71,5.91
160,71,5.91
161,71,6.01
162,73,6.02
163,75,6.01
164,77,5.99
165,79,5.94
166,80,5.88
167,80,5.86
168,79,5.86
169,78,5.82
170,77,5.77
171,76,5.72
172,75,5.68
173,75,5.63
174,74,5.6
175,74,5.65
176,74,5.67
177,74,5.64
178,73,5.58
179,70,5.53
180,68,5.5
181,66,5.46
182,65,5.47
183,65,5.49
184,66,5.46
185,66,5.47
186,66,5.53
187,64,5.57
188,63,5.56
189,61,5.58
190,60,5.56
191,61,5.52
192,62,5.54
193,64,5.66
194,65,5.72
195,66,5.69
196,67,5.71
197,67,5.73
198,68,5.71
199,68,5.71
200,67,5.7
201,67,5.75
202,66,5.78
203,66,5.74
204,65,5.68
205,66,5.64
206,68,5.6
207,70,5.65
208,71,5.75
209,72,5.74
210,73,5.77
211,72,5.68
212,71,5.66
213,70,5.74
214,68,5.83
215,67,5.82
216,66,5.76
217,65,5.73
218,64,5.71
219,60,5.67
220,59,5.69
221,59,5.81
222,58,5.88
223,58,5.85
224,57,5.81
225,57,5.76
226,58,5.71
227,59,5.67
228,60,5.65
229,62,5.63
230,63,5.62
231,64,5.6
232,64,5.68
233,63,5.73
234,63,5.72
235,62,5.71
236,61,5.7
237,60,5.68
238,59,5.64
239,58,5.64
240,58,5.62
241,58,5.58
242,58,5.55
243,60,5.53
244,62,5.54
245,63,5.57
246,63,5.56
247,63,5.61
248,62,5.62
249,61,5.55
250,60,5.51
251,59,5.46
252,59,5.43
253,58,5.41
254,58,5.41
255,57,5.45
256,57,5.44
257,57,5.43
258,56,5.4
259,55,5.38
260,54,5.41
261,52,5.42
262,51,5.43
263,49,5.43
264,47,5.41
265,46,5.39
266,45,5.37
267,45,5.36
268,46,5.36
269,48,5.49
270,50,5.46
271,52,5.43
272,54,5.41
273,55,5.43
274,55,5.46
275,55,5.56
276,54,5.59
277,53,5.59
278,52,5.6
279,51,5.54
280,50,5.45
281,50,5.41
282,50,5.4
283,50,5.41
284,50,5.56
285,50,5.68
286,50,5.69
287,51,5.65
288,52,5.59
289,53,5.56
290,53,5.58
291,52,5.58
292,52,5.56
293,51,5.53
294,50,5.53
295,50,5.57
296,51,5.62
297,52,5.64
298,56,5.68
299,57,5.68
300,59,5.7
301,59,5.72
302,59,5.69
303,58,5.66
304,58,5.68
305,57,5.71
306,57,5.79
307,56,5.93
308,55,6.08
309,55,6.14
310,56,6.13
311,57,6.08
312,59,6.08
313,59,6.08
314,59,6.08
315,59,6.09
316,59,6.08
317,60,6.06
318,60,6.14
319,61,6.35
320,62,6.38
321,64,6.31
322,67,6.21
323,70,6.13
324,73,6.12
325,75,6.16
326,77,6.12
327,78,6.08
328,78,6.04
329,78,6.01
330,78,5.97
331,78,5.94
332,79,5.92
333,78,5.9
334,78,5.89
335,77,5.88
336,76,5.88
337,73,6.02
338,70,6.12
339,68,6.12
340,66,6.22
341,64,6.35
342,63,6.36
343,62,6.38
344,61,6.39
345,60,6.42
346,60,6.41
347,60,6.36
348,59,6.3
349,59,6.27
350,58,6.24
351,57,6.21
352,56,6.19
353,56,6.25
354,57,6.34
355,58,6.31
356,60,6.34
357,60,6.5
358,60,6.57
359,61,6.62
360,62,6.69
361,65,6.76
362,67,6.77
363,69,6.72
364,70,6.72
365,69,6.78
366,69,6.79
367,69,6.92
368,70,6.92
369,71,6.91
370,73,6.91
371,74,6.84
372,75,6.73
373,76,6.64
374,78,6.58
375,79,6.59
376,80,6.8
377,79,6.95
378,78,6.9
379,76,6.8
380,74,6.7
381,73,6.62
382,73,6.54
383,74,6.5
384,75,6.47
385,76,6.45
386,78,6.45
387,81,6.44
388,83,6.41
389,85,6.38
390,87,6.34
391,87,6.3
392,88,6.27
393,87,6.24
394,87,6.21
395,85,6.18
396,84,6.16
397,82,6.19
398,80,6.24
399,78,6.22
400,75,6.18
401,73,6.15
402,71,6.15
403,69,6.16
404,67,6.13
405,65,6.09
406,63,6.1
407,61,6.15
408,60,6.14
409,60,6.23
410,60,6.29
411,61,6.23
412,61,6.21
413,61,6.24
414,61,6.2
415,61,6.15
416,60,6.09
417,59,6.05
418,59,6.01
419,60,5.99
420,61,5.98
421,63,6.01
422,63,6.12
423,63,6.17
424,61,6.18
425,60,6.15
426,58,6.1
427,57,6.06
428,57,6.09
429,57,6.24
430,58,6.27
431,58,6.28
432,59,6.27
433,60,6.25
434,60,6.35
435,61,6.5
436,61,6.54
437,60,6.53
438,60,6.62
439,59,6.67
440,58,6.66
441,58,6.63
442,58,6.56
443,59,6.5
444,61,6.44
445,62,6.42
446,62,6.4
447,63,6.39
448,63,6.43
449,64,6.45
450,66,6.41
451,68,6.37
452,69,6.34
453,69,6.32
454,69,6.3
455,68,6.27
456,69,6.24
457,70,6.2
458,72,6.24
459,72,6.28
460,72,6.31
461,72,6.37
462,72,6.44
463,72,6.53
464,71,6.52
465,70,6.46
466,69,6.46
467,68,6.45
468,67,6.38
469,67,6.33
470,66,6.3
471,66,6.3
472,65,6.28
473,66,6.25
474,66,6.22
475,67,6.2
476,67,6.22
477,68,6.2
478,68,6.21
479,68,6.23
480,68,6.2
481,66,6.16
482,65,6.12
483,64,6.09
484,64,6.07
485,64,6.07
486,64,6.07
487,63,6.06
488,62,6.13
489,60,6.18
490,59,6.17
491,57,6.18
492,56,6.17
493,56,6.14
494,57,6.1
495,57,6.07
496,58,6.05
497,59,6.04
498,60,6.02
499,62,5.99
500,63,5.97
501,63,5.95
502,63,5.98
503,63,6.06
504,62,6.08
505,62,6.06
506,62,6.03
507,62,6.01
508,63,5.99
509,64,5.97
510,64,5.96
511,64,6.04
512,63,6.07
513,62,6.05
514,61,6.08
515,61,6.15
516,61,6.12
517,63,6.09
518,65,6.05
519,66,6.01
520,67,5.98
521,68,5.95
522,68,5.92
523,68,5.91
524,67,5.91
525,66,5.89
526,65,5.87
527,64,5.87
528,63,5.87
529,62,5.87
530,62,5.86
531,61,5.84
532,60,5.82
533,59,5.82
534,55,5.81
535,55,5.8
536,55,5.79
537,57,5.79
538,59,5.78
539,62,5.77
540,64,5.76
541,66,5.75
542,67,5.74
543,67,5.73
544,66,5.73
545,64,5.74
546,63,5.76
547,62,5.77
548,61,5.75
549,60,5.73
550,60,5.71
551,60,5.71
552,60,5.72
553,60,5.76
554,60,5.79
555,60,5.84
556,60,5.92
557,60,5.92
558,60,5.92
559,60,5.91
560,59,5.9
561,59,5.87
562,59,5.86
563,60,5.86
564,61,5.85
565,62,5.83
566,63,5.81
567,64,5.79
568,65,5.78
569,66,5.77
570,67,5.76
571,68,5.74
572,70,5.76
573,70,5.81
574,70,5.9
575,70,5.94
576,69,5.99
577,68,6.04
578,67,6.05
579,66,6.01
580,65,5.96
581,64,5.92
582,64,5.92
583,64,5.96
584,65,5.96
585,65,5.93
586,65,5.88
587,64,5.85
588,64,5.92
589,63,5.96
590,62,5.97
591,62,5.99
592,62,5.99
593,63,5.95
594,63,5.93
595,63,5.94
596,63,5.97
597,62,6.06
598,62,6.06
599,62,6.04
600,63,6.06
601,64,6.04
602,64,5.99
603,64,5.97
604,63,5.93
605,63,5.98
606,63,6.24
607,62,6.38
608,62,6.3
609,61,6.3
610,61,6.24
611,62,6.19
612,63,6.22
613,64,6.28
614,64,6.29
615,63,6.26
616,62,6.24
617,61,6.2
618,60,6.18
619,60,6.16
620,59,6.14
621,59,6.12
622,60,6.1
623,62,6.08
624,64,6.07
625,65,6.05
626,66,6.03
627,65,6.0
628,65,6.03
629,65,6.07
630,65,6.06
631,64,6.05
632,64,6.05
633,62,6.23
634,61,6.38
635,59,6.45
636,57,6.43
637,55,6.36
638,54,6.3
639,55,6.28
640,55,6.3
641,55,6.29
642,53,6.28
643,52,6.27
644,49,6.33
645,47,6.31
646,46,6.29
647,46,6.35
648,47,6.35
649,49,6.29
650,51,6.35
651,54,6.58
652,60,6.68
653,63,6.77
654,65,6.75
655,65,6.68
656,66,6.6
657,66,6.59
658,66,6.69
659,66,6.72
660,67,6.66
661,67,6.61
662,67,6.69
663,68,6.71
664,68,6.66
665,68,6.67
666,69,6.82
667,69,6.85
668,70,6.92
669,70,6.87
670,69,6.79
671,68,6.72
672,67,6.67
673,66,6.73
674,66,6.75
675,65,6.69
676,65,6.64
677,64,6.6
678,64,6.57
679,64,6.52
680,63,6.49
681,63,6.46
682,62,6.44
683,62,6.4
684,63,6.38
685,64,6.38
686,65,6.38
687,66,6.36
688,67,6.33
689,69,6.3
690,71,6.28
691,72,6.25
692,71,6.26
693,70,6.33
694,68,6.34
695,67,6.33
696,67,6.37
697,67,6.4
698,67,6.37
699,67,6.35
700,67,6.34
701,66,6.31
702,65,6.28
703,64,6.26
704,63,6.29
705,62,6.41
706,61,6.56
707,61,6.61
708,62,6.58
709,63,6.57
710,63,6.57
711,62,6.55
712,61,6.59
713,61,6.55
714,60,6.5
715,59,6.46
716,58,6.43
717,57,6.4
718,57,6.36
719,57,6.32
720,58,6.32
721,59,6.31
722,60,6.32
723,61,6.3
724,60,6.27
725,60,6.24
726,59,6.21
727,60,6.22
728,60,6.23
729,61,6.23
730,61,6.31
731,62,6.32
732,62,6.28
733,63,6.23
734,64,6.2
735,65,6.18
736,65,6.2
737,64,6.21
738,63,6.18
739,62,6.15
740,62,6.14
741,63,6.12
742,65,6.14
743,65,6.28
744,65,6.3
745,64,6.25
746,63,6.2
747,62,6.16
748,62,6.13
749,61,6.11
750,60,6.09
751,60,6.07
752,60,6.05
753,61,6.02
754,63,6.0
755,65,5.99
756,66,6.0
757,66,6.02
758,66,6.0
759,64,5.99
760,63,5.97
761,61,6.04
762,61,6.21
763,61,6.2
764,62,6.14
765,63,6.1
766,63,6.09
767,63,6.06
768,62,6.04
769,62,6.02
770,61,6.0
771,59,5.98
772,58,5.98
773,58,5.95
774,58,5.94
775,59,5.93
776,60,5.96
777,61,5.99
778,61,6.07
779,60,6.06
780,59,6.03
781,58,6.02
782,57,6.12
783,56,6.14
784,56,6.09
785,58,6.06
786,59,6.02
787,60,6.07
788,61,6.14
789,61,6.22
790,60,6.29
791,59,6.24
792,57,6.18
793,56,6.13
794,55,6.12
795,54,6.09
796,53,6.06
797,53,6.05
798,54,6.18
799,54,6.36
800,55,6.38
801,56,6.36
802,57,6.28
803,57,6.23
804,58,6.16
805,58,6.17
806,57,6.19
807,57,6.21
808,56,6.27
809,56,6.39
810,58,6.51
811,60,6.47
812,61,6.41
813,63,6.37
814,63,6.34
815,63,6.32
816,62,6.3
817,61,6.28
818,60,6.28
819,60,6.26
820,60,6.24
821,61,6.22
822,62,6.21
823,64,6.26
824,66,6.24
825,67,6.21
826,67,6.2
827,67,6.19
828,66,6.17
829,65,6.15
830,65,6.27
831,66,6.38
832,65,6.34
833,65,6.27
834,64,6.29
835,63,6.6
836,62,6.69
837,61,6.7
838,60,6.62
839,60,6.63
840,60,6.84
841,60,6.91
842,61,6.87
843,61,6.85
844,62,6.75
845,61,6.68
846,60,6.64
847,59,6.62
848,59,6.65
849,59,6.72
850,60,6.72
851,61,6.74
852,62,6.68
853,63,6.67
854,64,6.64
855,65,6.61
856,64,6.64
857,63,6.78
858,62,6.7
859,61,6.59
860,61,6.56
861,61,6.61
862,62,6.62
863,62,6.69
864,61,6.65
865,61,6.59
866,61,6.53
867,61,6.5
868,61,6.47
869,60,6.44
870,60,6.41
871,60,6.38
872,60,6.36
873,62,6.34
874,63,6.38
875,64,6.37
876,64,6.34
877,63,6.44
878,63,6.51
879,62,6.48
880,61,6.49
881,61,6.64
882,61,6.79
883,61,6.71
884,62,6.63
885,62,6.56
886,62,6.52
887,63,6.48
888,64,6.44
889,66,6.51
890,66,6.74
891,66,6.84
892,65,6.86
893,65,6.93
894,64,7.0
895,64,6.97
896,66,6.84
897,68,6.77
898,70,6.72
899,72,6.68
900,73,6.64
901,73,6.6
902,72,6.56
903,72,6.56
904,72,6.68
905,72,6.91
906,72,6.95
907,73,6.92
908,73,6.95
909,72,6.89
910,72,6.81
911,71,6.76
912,70,6.76
913,68,7.1
914,67,7.31
915,65,7.32
916,63,7.3
917,62,7.39
918,61,7.47
919,61,7.45
920,61,7.31
921,61,7.27
922,61,7.2
923,61,7.15
924,61,7.14
925,61,7.11
926,61,7.23
927,61,7.37
928,62,7.37
929,61,7.37
930,61,7.26
931,60,7.25
932,59,7.26
933,58,7.23
934,57,7.22
935,56,7.32
936,56,7.24
937,56,7.13
938,58,7.07
939,59,7.04
940,60,7.01
941,61,6.99
942,62,6.93
943,62,6.95
944,63,7.16
945,63,7.22
946,63,7.31
947,63,7.21
948,62,7.07
949,61,7.01
950,61,6.96
951,61,6.92
952,63,6.89
953,64,6.84
954,66,6.8
955,67,6.76
956,68,6.75
957,68,6.89
958,69,6.95
959,69,6.88
960,69,6.84
961,69,6.92
962,68,6.97
963,68,7.05
964,67,6.99
965,66,6.98
966,64,7.11
967,63,7.26
968,62,7.26
969,63,7.23
970,65,7.19
971,66,7.11
972,67,7.08
973,68,7.05
974,68,7.01
975,69,6.97
976,69,6.96
977,69,6.94
978,68,6.92
979,68,7.1
980,67,7.29
981,66,7.39
982,65,7.49
983,65,7.53
984,64,7.47
985,64,7.41
986,64,7.39
987,63,7.42
988,62,7.49
989,61,7.45
990,60,7.41
991,60,7.33
992,61,7.27
993,62,7.21
994,64,7.16
995,65,7.15
996,65,7.23
997,66,7.4
998,65,7.3
999,64,7.23
1000,63,7.25
1001,63,7.34
1002,63,7.26
1003,63,7.21
1004,63,7.27
1005,62,7.45
1006,60,7.4
1007,57,7.3
1008,57,7.24
1009,57,7.19
1010,58,7.16
1011,58,7.15
1012,59,7.17
1013,58,7.18
1014,58,7.1
1015,57,7.04
1016,57,7.0
1017,57,6.98
1018,58,7.25
1019,60,7.4
1020,61,7.55
1021,62,7.51
1022,62,7.46
1023,60,7.39
1024,59,7.34
1025,58,7.44
1026,57,7.49
1027,56,7.54
1028,56,7.49
1029,57,7.56
1030,56,7.71
1031,56,7.66
1032,55,7.61
1033,54,7.64
1034,53,7.77
1035,53,7.78
1036,52,7.47
1037,52,7.29
1038,52,7.45
1039,52,7.45
1040,53,7.42
1041,53,7.42
1042,53,7.43
1043,52,7.41
1044,52,7.48
1045,52,7.5
1046,53,7.46
1047,53,7.44
1048,54,7.39
1049,53,7.33
1050,53,7.29
1051,52,7.24
1052,51,7.15
1053,49,7.14
1054,48,7.17
1055,47,7.18
1056,48,7.13
1057,49,7.1
1058,51,7.06
1059,52,7.08
1060,53,7.17
1061,54,7.11
1062,55,7.04
1063,56,7.03
1064,57,7.05
1065,58,7.05
1066,58,7.09
1067,57,7.12
1068,57,7.06
1069,57,7.05
1070,57,7.33
1071,57,7.56
1072,57,7.63
1073,58,7.75
1074,58,7.75
1075,59,7.73
1076,59,7.7
1077,60,7.74
1078,60,7.67
1079,59,7.62
1080,59,7.61
1081,59,7.84
1082,60,7.95
1083,60,7.99
1084,61,8.14
1085,62,8.26
1086,67,8.28
1087,71,8.08
1088,75,7.92
1089,77,7.91
1090,80,7.85
1091,82,7.79
1092,84,7.82
1093,86,7.75
1094,88,7.73
1095,89,7.84
1096,90,7.87
1097,90,8.05
1098,91,8.05
1099,90,7.91
1100,89,7.79
1101,88,7.78
1102,87,7.81
1103,86,7.68
1104,86,7.72
1105,85,7.73
1106,84,7.75
1107,83,8.07
1108,82,8.22
1109,82,8.36
1110,81,8.48
1111,80,8.56
1112,80,8.44
1113,79,8.25
1114,78,8.13
1115,78,7.95
1116,78,7.77
1117,78,7.83
1118,78,7.76
1119,77,7.71
