time,HeartRate,SkinResponse
0,75,0.97
1,75,0.98
2,76,0.98
3,76,1.01
4,76,1.06
5,75,1.1
6,75,1.13
7,74,1.22
8,74,1.3
9,74,1.28
10,75,1.4
11,76,1.53
12,77,1.6
13,77,1.65
14,78,1.75
15,77,1.84
16,77,1.88
17,77,1.89
18,78,1.87
19,79,1.85
20,80,1.82
21,79,1.81
22,78,1.79
23,77,1.78
24,77,1.81
25,78,1.83
26,79,1.82
27,81,1.88
28,82,1.95
29,83,1.95
30,83,1.93
31,83,1.92
32,84,1.93
33,85,1.96
34,86,1.96
35,87,1.93
36,86,1.91
37,86,1.89
38,86,1.88
39,87,1.86
40,87,1.85
41,88,1.84
42,89,1.84
43,90,1.86
44,91,1.95
45,93,2.02
46,94,2.04
47,94,2.06
48,94,2.08
49,92,2.1
50,90,2.13
51,88,2.14
52,87,2.18
53,86,2.18
54,85,2.16
55,85,2.14
56,84,2.13
57,82,2.11
58,81,2.1
59,80,2.1
60,78,2.09
61,77,2.1
62,76,2.11
63,75,2.13
64,74,2.15
65,74,2.16
66,74,2.16
67,74,2.18
68,74,2.15
69,73,2.13
70,73,2.13
71,72,2.13
72,72,2.13
73,72,2.23
74,74,2.32
75,76,2.33
76,78,2.3
77,79,2.26
78,81,2.24
79,81,2.24
80,81,2.32
81,81,2.38
82,80,2.36
83,79,2.34
84,78,2.3
85,78,2.26
86,78,2.24
87,77,2.24
88,76,2.23
89,74,2.21
90,73,2.2
91,72,2.18
92,72,2.18
93,73,2.17
94,74,2.16
95,75,2.15
96,76,2.15
97,76,2.15
98,77,2.19
99,78,2.21
100,80,2.22
101,82,2.23
102,83,2.24
103,84,2.24
104,84,2.23
105,84,2.23
106,82,2.24
107,81,2.23
108,79,2.25
109,77,2.05
110,74,2.16
111,73,2.27
112,71,2.51
113,70,2.44
114,69,2.41
115,68,2.45
116,67,2.54
117,67,2.54
118,67,2.51
119,68,2.48
120,69,2.44
121,71,2.39
122,74,2.37
123,76,2.35
124,79,2.33
125,81,2.32
126,84,2.34
127,85,2.38
128,87,2.41
129,89,2.4
130,90,2.4
131,91,2.38
132,91,2.34
133,91,2.33
134,91,2.32
135,90,2.32
136,89,2.34
137,88,2.39
138,88,2.4
139,89,2.39
140,91,2.37
141,92,2.35
142,93,2.33
143,93,2.33
144,92,2.32
145,92,2.35
146,91,2.41
147,90,2.42
148,89,2.41
149,86,2.4
150,85,2.39
151,83,2.36
152,82,2.39
153,80,2.36
154,79,2.36
155,79,2.4
156,77,2.41
157,76,2.45
158,75,2.47
159,75,2.52
160,74,2.52
161,73,2.49
162,73,2.46
163,73,2.45
164,74,2.44
165,76,2.43
166,78,2.43
167,79,2.42
168,80,2.42
169,81,2.41
170,81,2.41
171,81,2.42
172,82,2.46
173,83,2.49
174,85,2.5
175,86,2.5
176,87,2.55
177,87,2.62
178,88,2.62
179,90,2.59
180,91,2.56
181,92,2.53
182,92,2.5
183,92,2.46
184,92,2.45
185,92,2.45
186,91,2.45
187,91,2.45
188,90,2.44
189,90,2.48
190,89,2.55
191,89,2.53
192,88,2.54
193,88,2.53
194,87,2.48
195,86,2.51
196,86,2.48
197,85,2.35
198,84,2.42
199,83,2.36
200,83,2.38
201,82,2.41
202,80,2.42
