time,HeartRate,SkinResponse
0,72,6.18
1,73,6.22
2,74,6.21
3,74,6.2
4,74,6.25
5,72,6.33
6,71,6.35
7,69,6.37
8,67,6.49
9,67,6.58
10,68,6.57
11,69,6.55
12,69,6.51
13,69,6.49
14,69,6.45
15,68,6.43
16,67,6.39
17,66,6.34
18,65,6.33
19,64,6.34
20,64,6.36
21,64,6.35
22,66,6.33
23,67,6.37
24,69,6.39
25,71,6.4
26,74,6.49
27,77,6.58
28,79,6.71
29,82,6.82
30,84,6.89
31,86,6.95
32,86,7.12
33,86,7.2
34,86,7.22
35,85,7.2
36,84,7.14
37,82,7.08
38,81,7.04
39,79,7.12
40,77,7.2
41,75,7.15
42,73,7.08
43,71,7.01
44,69,6.94
45,69,6.87
46,69,6.8
47,70,6.73
48,71,6.7
49,71,6.82
50,71,6.92
51,71,6.85
52,71,6.79
53,72,6.73
54,72,6.68
55,73,6.68
56,72,6.68
57,71,6.66
58,70,6.63
59,69,6.61
60,69,6.6
61,69,6.59
62,70,6.54
63,72,6.5
64,73,6.45
65,74,6.43
66,74,6.53
67,74,6.59
68,72,6.57
69,70,6.54
70,68,6.51
71,67,6.51
72,66,6.51
73,66,6.49
74,67,6.47
75,67,6.53
76,68,6.61
77,68,6.62
78,68,6.61
79,68,6.61
80,69,6.63
81,68,6.65
82,68,6.63
83,67,6.61
84,66,6.57
85,65,6.54
86,65,6.53
87,66,6.5
88,67,6.5
89,69,6.5
90,71,6.51
91,72,6.57
92,73,6.61
93,73,6.62
94,73,6.61
95,74,6.65
96,74,6.69
97,75,6.71
98,75,6.71
99,75,6.68
100,75,6.67
101,78,6.71
102,79,6.76
103,79,6.82
104,79,6.87
105,77,6.87
106,76,6.84
107,74,6.8
108,72,6.88
109,70,7.03
110,68,7.0
111,67,6.97
112,68,6.99
113,69,7.02
114,70,7.03
115,70,7.01
116,69,6.98
117,68,6.95
118,67,6.92
119,67,6.9
120,67,6.94
121,68,6.98
122,70,6.97
123,72,6.95
124,75,6.99
125,77,7.01
126,78,7.03
127,78,7.04
128,78,7.04
129,78,7.07
130,79,7.17
131,79,7.23
132,79,7.24
133,79,7.23
134,77,7.2
135,76,7.17
136,74,7.18
137,72,7.19
138,71,7.24
139,70,7.26
140,69,7.23
141,68,7.22
142,68,7.2
143,68,7.16
144,69,7.1
145,69,7.06
146,71,7.07
147,72,7.16
148,73,7.18
149,74,7.13
150,74,7.06
151,74,7.08
152,76,7.2
153,78,7.25
154,80,7.28
155,83,7.33
156,85,7.42
157,86,7.49
158,87,7.65
159,88,7.78
160,88,7.77
161,87,7.79
162,86,7.91
163,85,7.93
164,83,7.88
165,82,7.81
166,80,7.74
167,80,7.71
168,81,7.79
169,81,7.86
170,81,7.83
171,81,7.75
172,80,7.67
173,78,7.58
174,77,7.51
175,75,7.43
176,74,7.4
177,72,7.42
178,71,7.42
179,71,7.41
180,73,7.43
181,74,7.44
182,75,7.39
183,75,7.34
184,75,7.33
185,74,7.4
186,74,7.42
187,72,7.37
188,70,7.32
189,68,7.26
190,67,7.22
191,66,7.34
192,66,7.4
193,66,7.37
194,65,7.33
195,65,7.3
196,64,7.27
197,64,7.31
198,65,7.43
199,67,7.43
200,69,7.43
201,71,7.41
202,74,7.41
203,75,7.45
204,77,7.51
205,78,7.52
206,79,7.49
207,78,7.46
208,77,7.44
209,76,7.52
210,76,7.57
211,75,7.56
212,75,7.43
213,74,7.39
214,74,7.46
215,74,7.44
216,75,7.42
217,77,7.37
218,79,7.36
219,80,7.36
220,79,7.4
221,79,7.45
222,78,7.52
223,78,7.51
224,77,7.41
225,76,7.38
226,75,7.41
227,75,7.21
228,75,7.54
229,75,7.53
230,76,7.52
231,76,7.65
232,76,7.73
233,76,7.26
234,76,6.86
235,76,7.07
236,77,7.24
237,77,7.3
238,78,7.33
239,78,7.32
240,78,7.3
241,78,7.29
242,79,7.26
243,80,7.3
244,81,7.35
245,80,7.4
246,79,7.42
247,78,7.39
248,78,7.36
249,78,7.36
250,80,7.35
251,81,7.28
252,81,7.25
253,81,7.21
254,80,7.19
255,78,7.17
256,77,7.19
257,75,7.21
258,74,7.2
259,73,7.16
260,71,7.13
261,70,7.14
262,69,7.07
263,69,6.21
264,69,6.3
265,69,6.53
266,70,6.71
267,71,6.99
268,71,7.0
269,72,6.97
270,72,6.96
271,71,6.95
272,71,6.88
273,70,6.94
274,69,6.99
275,68,6.9
276,67,6.79
277,66,7.01
278,65,7.11
279,65,7.07
280,65,7.11
281,65,7.14
282,67,7.13
283,69,7.12
284,72,7.12
285,74,7.14
286,74,7.14
287,74,7.12
288,74,7.13
289,75,7.16
290,76,7.18
291,77,7.17
292,78,7.06
293,79,7.1
294,79,7.18
295,79,7.19
296,78,7.18
297,77,7.17
298,75,7.15
299,74,7.13
300,72,7.11
301,70,7.11
302,68,7.17
303,68,7.2
304,67,7.21
305,67,7.2
306,67,7.21
307,67,7.27
308,67,7.28
309,68,7.26
310,69,7.24
311,70,7.25
312,70,7.25
313,71,7.24
314,71,7.23
315,71,7.24
316,72,7.26
317,73,7.28
318,74,7.29
319,76,7.33
320,78,7.35
321,78,7.34
322,79,7.32
323,80,7.31
324,81,7.31
325,81,7.3
326,81,7.28
327,80,7.25
328,79,7.23
329,77,7.2
330,76,7.16
331,74,7.13
332,72,7.1
333,72,7.08
334,72,7.06
335,76,7.1
336,78,7.17
337,80,7.17
338,81,7.16
339,81,7.14
340,80,7.12
341,79,7.24
342,79,7.33
343,78,7.37
344,78,7.48
345,78,7.63
346,78,7.76
347,77,7.83
348,77,7.96
349,77,8.08
350,78,8.11
351,79,8.12
352,80,8.16
353,82,8.3
354,83,8.37
355,85,8.35
356,87,8.34
357,88,8.32
358,90,8.34
359,92,8.46
360,93,8.5
361,94,8.5
362,95,8.52
363,94,8.52
364,94,8.51
365,92,8.46
366,91,8.39
367,89,8.32
368,87,8.26
369,85,8.22
370,83,8.26
371,81,8.35
372,80,8.34
373,80,8.29
374,81,8.26
375,84,8.26
376,85,8.23
377,85,8.23
