time,HeartRate,SkinResponse
0,89,6.99
1,89,6.91
2,90,6.79
3,89,6.79
4,89,6.86
5,89,6.85
6,89,6.74
7,89,6.62
8,89,6.61
9,88,6.94
10,88,7.09
11,87,6.97
12,86,6.8
13,85,6.7
14,84,6.69
15,84,6.89
16,83,6.97
17,83,6.9
18,82,7.05
19,82,7.11
20,82,7.1
21,83,7.1
22,83,7.01
23,84,6.99
24,84,6.98
25,84,7.12
26,84,7.35
27,85,7.4
28,85,7.34
29,86,7.38
30,86,7.4
31,86,7.22
32,86,7.16
33,86,7.48
34,85,7.55
35,85,7.57
36,84,7.55
37,84,7.42
38,84,7.25
39,84,7.15
40,84,7.19
41,83,7.21
42,83,7.24
43,83,7.45
44,86,7.63
45,86,7.52
46,87,7.53
47,88,7.7
48,89,7.65
49,90,7.64
50,91,7.73
51,92,7.93
52,93,7.88
53,93,7.81
54,93,7.85
55,91,8.01
56,90,7.9
57,88,7.94
58,87,7.92
59,86,8.21
60,85,8.18
61,84,8.09
62,83,8.13
63,83,8.24
64,84,8.3
65,86,8.24
66,88,8.21
67,89,8.31
68,89,8.22
69,89,8.33
70,89,8.46
71,90,8.29
72,91,8.05
73,92,8.0
74,94,8.2
75,95,8.17
76,96,8.16
77,97,8.04
78,97,7.94
79,97,7.84
80,95,7.88
81,94,7.84
82,92,7.8
83,90,7.93
84,88,7.92
85,88,7.82
86,88,7.86
87,87,8.02
88,87,8.06
89,85,7.93
90,84,7.76
91,83,7.66
92,82,7.61
93,81,7.55
94,81,7.63
95,80,7.75
96,79,7.7
97,79,7.6
98,78,7.68
99,78,7.76
100,77,7.7
101,76,7.65
102,75,7.66
103,74,7.72
104,74,7.68
105,75,7.61
106,76,7.54
107,76,7.49
108,76,7.43
109,75,7.37
110,75,7.33
111,75,7.29
112,75,7.29
113,76,7.59
114,76,7.58
115,77,7.46
116,76,7.32
117,75,7.27
118,74,7.22
119,72,7.18
120,72,7.3
121,74,7.47
122,75,7.54
123,77,7.59
124,78,7.83
125,78,7.7
126,77,7.56
127,77,7.47
128,76,7.63
129,75,7.81
130,74,7.76
131,73,7.71
132,72,7.65
133,72,7.51
134,72,7.41
135,72,7.4
136,73,7.68
137,73,7.8
138,74,7.9
139,74,7.96
140,74,7.6
141,74,7.52
142,74,7.45
143,74,7.47
144,73,7.65
145,73,7.61
146,72,7.55
147,72,7.51
148,71,7.52
149,71,7.79
150,70,7.79
151,69,7.64
152,68,7.57
153,67,7.65
154,67,7.77
155,68,7.83
156,68,7.85
157,68,7.9
158,68,8.08
159,68,8.17
160,68,8.06
161,68,7.97
162,68,8.0
163,69,8.05
164,69,8.01
165,69,7.92
166,69,7.9
167,68,7.97
168,68,7.95
169,69,7.88
170,71,7.86
171,73,7.86
172,75,7.77
173,78,7.7
174,81,7.67
175,83,7.66
176,84,7.6
177,83,7.59
178,82,7.76
179,81,8.0
180,81,7.91
181,82,7.92
182,82,7.91
183,83,7.77
184,82,7.72
185,82,7.86
186,81,7.91
187,80,7.76
188,79,7.69
189,79,7.91
190,80,8.04
191,80,8.0
192,81,7.96
193,82,7.87
194,83,7.74
195,83,7.65
196,83,7.58
