time,HeartRate,SkinResponse
0,92,7.13
1,93,7.09
2,94,7.03
3,95,7.0
4,96,7.0
5,96,6.99
6,96,6.95
7,94,6.91
8,93,6.88
9,92,6.95
10,91,7.0
11,92,6.99
12,92,6.92
13,92,6.93
14,90,6.95
15,89,6.98
16,87,7.01
17,87,7.0
18,87,6.97
19,88,6.92
20,88,6.88
21,89,6.85
22,88,6.83
23,88,6.79
24,87,6.78
25,85,6.77
26,84,6.82
27,83,6.94
28,82,6.97
29,83,6.97
30,85,6.93
31,87,6.88
32,89,6.89
33,89,6.9
34,90,6.9
35,91,6.9
36,93,6.94
37,95,6.99
38,97,7.0
39,98,7.01
40,97,7.17
41,96,7.23
42,94,7.24
43,93,7.27
44,91,7.28
45,91,7.35
46,90,7.53
47,90,7.64
48,89,7.67
49,88,7.67
50,87,7.69
51,88,7.72
52,90,7.73
53,91,7.77
54,92,7.82
55,93,7.85
56,93,7.84
57,93,7.8
58,94,7.78
59,94,7.84
60,94,7.9
61,94,7.88
62,93,7.83
63,92,7.88
64,90,7.93
65,89,7.97
66,89,7.97
67,89,7.96
68,90,7.98
69,91,7.97
70,91,7.95
71,92,7.93
72,91,7.92
73,91,7.91
74,90,7.91
75,89,7.93
76,88,7.92
77,87,7.91
78,87,7.91
79,88,7.91
80,90,7.88
81,92,7.85
82,94,7.8
83,95,7.77
84,94,7.74
85,94,7.68
86,96,7.72
87,98,7.83
88,100,7.84
89,102,7.79
90,102,7.74
91,103,7.68
92,103,7.67
93,104,7.69
94,104,7.67
95,103,7.67
96,102,7.72
97,101,7.74
98,99,7.76
99,97,7.78
100,97,7.77
101,96,7.75
102,96,7.73
103,95,7.74
104,95,7.73
105,96,7.7
106,97,7.66
107,98,7.67
108,99,7.78
109,99,7.8
110,98,7.79
111,98,7.79
112,97,7.81
113,96,7.84
114,94,7.85
115,93,7.85
116,93,7.85
117,93,7.83
118,93,7.81
119,97,7.85
120,99,7.91
121,101,7.91
122,105,7.91
123,106,7.91
124,106,7.87
125,106,7.87
126,104,7.92
127,103,7.91
128,101,7.93
129,100,8.06
130,101,8.11
131,101,8.1
132,102,8.12
133,102,8.12
134,103,8.13
135,104,8.25
136,104,8.35
137,104,8.45
138,103,8.46
139,102,8.44
140,101,8.44
141,100,8.44
142,100,8.45
